S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
7560,55+,Male,5-10L,Quarterly,5000.0,Yes,5+,Mobile,Electronics,60.0,7.0,1000.0,Fashion,No
7561,55+,Male,2-5L,Bi-weekly,15000.0,Yes,<1,Both,Books,25.0,15.0,2000.0,Home & Furniture,No
7562,26-35,Female,>20L,Rarely,5000.0,No,5+,Mobile,Electronics,30.0,30.0,500.0,Groceries,Yes
7563,55+,Female,<2L,Bi-weekly,12000.0,Yes,5+,Mobile,Electronics,40.0,60.0,500.0,Electronics,Yes
7564,55+,Male,5L-10L,Weekly,5000.0,No,3-5,Mobile,Books,20.0,7.0,5000.0,Fashion,No
7565,26-35,Female,2-5L,Bi-weekly,5000.0,No,<1,Desktop,Electronics,30.0,30.0,2000.0,Books,Yes
7566,55+,Male,<2L,Rarely,20000.0,No,<1,Both,Electronics,10.0,15.0,1000.0,Electronics,No
7567,18-25,Male,5-10L,Weekly,5000.0,No,1-3,Mobile,Groceries,10.0,60.0,5000.0,Home & Furniture,Yes
7568,46-55,Male,<2,Weekly,10000.0,Yes,3-5,Both,Books,30.0,30.0,1000.0,Electronics,Yes
7569,55+,Female,10-20L,Quarterly,15000.0,No,3-5,Mobile,Electronics,15.0,30.0,1000.0,Books,No
7570,55+,Male,5-10L,Rarely,12000.0,No,1-3,Desktop,Electronics,40.0,60.0,2000.0,Home & Furniture,No
7571,46-55,Male,5-10L,Weekly,20000.0,Yes,1-3,Both,Home & Furniture,30.0,15.0,1000.0,Groceries,No
7573,18-25,Male,5L-10L,Weekly,10000.0,Yes,<1,Mobile,Home & Furniture,15.0,7.0,2000.0,Electronics,No
7574,36-45,Female,<2L,Monthly,10000.0,Yes,1-3,Mobile,Electronics,25.0,60.0,2000.0,Groceries,No
7575,18-25,Male,>20L,Weekly,7000.0,No,1-3,Mobile,Electronics,50.0,60.0,500.0,Electronics,No
7576,55+,Female,<2,Bi-weekly,10000.0,No,5+,Mobile,Electronics,60.0,15.0,500.0,Groceries,No
7579,18-25,Female,5L-10L,Quarterly,12000.0,Yes,1-3,Mobile,Electronics,50.0,7.0,1000.0,Electronics,No
7580,36-45,Male,5L-10L,Weekly,7000.0,No,3-5,Desktop,Electronics,25.0,30.0,1000.0,Fashion,No
7581,26-35,Male,5-10L,Quarterly,10000.0,No,1-3,Mobile,Electronics,20.0,15.0,2000.0,Electronics,Yes
7582,55+,Male,10-20L,Rarely,7000.0,No,5+,Mobile,Fashion,25.0,7.0,1000.0,Books,No
7583,26-35,Male,5-10L,Quarterly,10000.0,Yes,5+,Mobile,Electronics,25.0,15.0,1000.0,Fashion,Yes
7584,55+,Male,5L-10L,Weekly,10000.0,No,3-5,Mobile,Fashion,40.0,15.0,500.0,Fashion,Yes
7585,46-55,Male,2-5L,Rarely,10000.0,Yes,<1,Mobile,Home & Furniture,20.0,30.0,1000.0,Electronics,No
7587,18-25,Female,2-5L,Quarterly,12000.0,No,1-3,Both,Books,30.0,15.0,1000.0,Fashion,Yes
7588,55+,Male,2-5L,Weekly,15000.0,No,1-3,Mobile,Fashion,10.0,7.0,500.0,Electronics,No
7589,46-55,Male,>20L,Weekly,12000.0,No,5+,Mobile,Fashion,30.0,30.0,2000.0,Groceries,No
7590,55+,Male,>20L,Bi-weekly,15000.0,No,3-5,Desktop,Fashion,40.0,15.0,2000.0,Fashion,No
7591,36-45,Female,5-10L,Weekly,5000.0,No,1-3,Mobile,Books,20.0,15.0,5000.0,Fashion,No
7592,55+,Male,2-5L,Weekly,10000.0,Yes,<1,Mobile,Fashion,10.0,15.0,2000.0,Fashion,Yes
7593,55+,Female,2-5L,Bi-weekly,5000.0,Yes,1-3,Mobile,Books,50.0,7.0,2000.0,Electronics,Yes
7594,55+,Male,<2L,Weekly,10000.0,Yes,1-3,Desktop,Groceries,25.0,15.0,2000.0,Electronics,No
7595,46-55,Male,<2L,Monthly,15000.0,No,5+,Mobile,Electronics,25.0,7.0,2000.0,Groceries,No
7596,55+,Male,<2,Bi-weekly,10000.0,No,3-5,Desktop,Books,40.0,30.0,500.0,Home & Furniture,Yes
7597,26-35,Male,<2,Weekly,10000.0,Yes,5+,Mobile,Fashion,20.0,30.0,1000.0,Fashion,No
7599,36-45,Male,2-5L,Rarely,5000.0,Yes,1-3,Mobile,Fashion,30.0,15.0,500.0,Home & Furniture,Yes
7600,46-55,Female,>20L,Bi-weekly,20000.0,Yes,3-5,Desktop,Fashion,20.0,60.0,500.0,Home & Furniture,Yes
7601,55+,Male,>20L,Rarely,5000.0,No,<1,Mobile,Home & Furniture,25.0,7.0,500.0,Home & Furniture,Yes
7602,55+,Female,5-10L,Weekly,5000.0,No,3-5,Both,Groceries,60.0,7.0,1000.0,Fashion,No
7603,55+,Male,5L-10L,Weekly,5000.0,No,5+,Mobile,Fashion,40.0,7.0,2000.0,Groceries,No
7606,55+,Male,5-10L,Bi-weekly,10000.0,Yes,1-3,Mobile,Fashion,30.0,30.0,1000.0,Fashion,No
7607,55+,Male,<2,Weekly,5000.0,No,<1,Mobile,Home & Furniture,20.0,7.0,500.0,Electronics,No
7608,18-25,Male,2-5L,Quarterly,3000.0,No,3-5,Mobile,Electronics,25.0,60.0,500.0,Electronics,No
7609,55+,Male,5L-10L,Bi-weekly,3000.0,No,<1,Mobile,Electronics,30.0,15.0,5000.0,Home & Furniture,Yes
7610,55+,Female,5L-10L,Quarterly,3000.0,No,<1,Mobile,Groceries,30.0,30.0,2000.0,Electronics,No
7611,55+,Male,5-10L,Quarterly,10000.0,Yes,1-3,Mobile,Electronics,20.0,30.0,1000.0,Electronics,No
7612,55+,Male,5-10L,Weekly,5000.0,No,3-5,Mobile,Electronics,40.0,30.0,1000.0,Electronics,Yes
7614,55+,Male,5-10L,Bi-weekly,7000.0,Yes,5+,Desktop,Books,40.0,7.0,2000.0,Fashion,Yes
7615,36-45,Female,5-10L,Quarterly,10000.0,Yes,3-5,Mobile,Home & Furniture,30.0,7.0,500.0,Groceries,No
7616,55+,Male,10-20L,Weekly,15000.0,No,<1,Mobile,Electronics,30.0,60.0,5000.0,Books,No
7617,26-35,Male,<2L,Weekly,3000.0,No,5+,Both,Groceries,30.0,7.0,2000.0,Home & Furniture,No
7619,55+,Male,>20L,Weekly,5000.0,No,3-5,Mobile,Fashion,10.0,7.0,5000.0,Electronics,No
7620,55+,Male,5-10L,Weekly,15000.0,No,<1,Mobile,Fashion,15.0,15.0,1000.0,Home & Furniture,Yes
7621,36-45,Male,5L-10L,Weekly,15000.0,No,3-5,Mobile,Electronics,40.0,30.0,10000.0,Home & Furniture,Yes
7622,55+,Male,5-10L,Weekly,5000.0,No,3-5,Mobile,Books,10.0,30.0,5000.0,Home & Furniture,Yes
7623,18-25,Male,2-5L,Quarterly,5000.0,Yes,1-3,Mobile,Groceries,30.0,30.0,1000.0,Home & Furniture,No
7624,18-25,Male,2-5L,Weekly,5000.0,No,3-5,Mobile,Fashion,30.0,60.0,5000.0,Fashion,No
7625,36-45,Male,10-20L,Bi-weekly,5000.0,Yes,<1,Mobile,Books,40.0,30.0,1000.0,Electronics,Yes
7626,18-25,Male,5-10L,Weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,50.0,7.0,5000.0,Electronics,No
7627,55+,Male,<2,Weekly,5000.0,Yes,1-3,Mobile,Home & Furniture,30.0,7.0,1000.0,Home & Furniture,Yes
7628,55+,Male,>20L,Quarterly,5000.0,No,<1,Mobile,Fashion,60.0,60.0,2000.0,Books,No
7629,18-25,Male,5L-10L,Monthly,5000.0,No,<1,Mobile,Electronics,15.0,30.0,1000.0,Books,No
7630,55+,Male,2-5L,Rarely,5000.0,No,3-5,Mobile,Home & Furniture,20.0,30.0,2000.0,Home & Furniture,Yes
7631,55+,Male,5L-10L,Bi-weekly,5000.0,Yes,5+,Both,Groceries,20.0,30.0,1000.0,Fashion,No
7632,55+,Female,10-20L,Weekly,7000.0,Yes,5+,Mobile,Electronics,25.0,30.0,500.0,Home & Furniture,No
7633,55+,Male,2-5L,Rarely,15000.0,No,1-3,Mobile,Electronics,40.0,15.0,1000.0,Groceries,No
7634,46-55,Male,2-5L,Quarterly,5000.0,No,5+,Mobile,Fashion,20.0,30.0,5000.0,Groceries,No
7635,18-25,Male,10-20L,Quarterly,5000.0,Yes,5+,Mobile,Electronics,25.0,7.0,500.0,Home & Furniture,No
7636,18-25,Male,>20L,Rarely,15000.0,No,<1,Mobile,Fashion,50.0,30.0,5000.0,Electronics,No
7637,55+,Male,5L-10L,Weekly,5000.0,Yes,5+,Mobile,Home & Furniture,10.0,30.0,5000.0,Fashion,Yes
7638,55+,Female,5L-10L,Weekly,5000.0,No,5+,Mobile,Electronics,30.0,30.0,1000.0,Home & Furniture,No
7639,46-55,Male,2-5L,Weekly,10000.0,Yes,<1,Both,Fashion,30.0,30.0,5000.0,Groceries,No
7640,36-45,Female,5-10L,Rarely,5000.0,No,3-5,Mobile,Fashion,30.0,15.0,1000.0,Home & Furniture,No
7641,18-25,Female,2-5L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,30.0,60.0,1000.0,Fashion,Yes
7642,55+,Male,<2L,Weekly,12000.0,Yes,1-3,Mobile,Fashion,60.0,7.0,5000.0,Groceries,No
7643,36-45,Male,>20L,Rarely,10000.0,Yes,3-5,Mobile,Books,25.0,30.0,2000.0,Electronics,No
7644,55+,Male,<2,Bi-weekly,12000.0,No,3-5,Mobile,Electronics,50.0,30.0,2000.0,Fashion,Yes
7645,55+,Female,>20L,Weekly,5000.0,No,3-5,Both,Fashion,20.0,30.0,500.0,Home & Furniture,Yes
7647,18-25,Male,5-10L,Weekly,7000.0,Yes,<1,Mobile,Electronics,30.0,7.0,500.0,Fashion,No
7648,36-45,Male,>20L,Monthly,7000.0,No,3-5,Mobile,Electronics,30.0,7.0,2000.0,Groceries,Yes
7649,36-45,Male,5-10L,Bi-weekly,10000.0,No,3-5,Mobile,Books,30.0,7.0,5000.0,Fashion,Yes
7650,55+,Male,5-10L,Quarterly,10000.0,No,3-5,Both,Books,25.0,30.0,1000.0,Books,No
7651,55+,Female,2-5L,Weekly,5000.0,Yes,5+,Desktop,Home & Furniture,30.0,60.0,500.0,Fashion,Yes
7652,26-35,Male,5L-10L,Monthly,15000.0,No,3-5,Desktop,Books,25.0,30.0,5000.0,Home & Furniture,No
7654,18-25,Male,5-10L,Weekly,20000.0,No,3-5,Both,Fashion,40.0,30.0,5000.0,Home & Furniture,No
7655,26-35,Male,<2L,Weekly,3000.0,Yes,3-5,Mobile,Home & Furniture,10.0,7.0,2000.0,Groceries,Yes
7656,55+,Male,<2,Monthly,10000.0,Yes,<1,Desktop,Fashion,30.0,60.0,1000.0,Electronics,Yes
7657,55+,Male,>20L,Quarterly,10000.0,No,3-5,Both,Books,60.0,30.0,1000.0,Groceries,No
7659,18-25,Male,2-5L,Weekly,12000.0,No,1-3,Mobile,Fashion,30.0,60.0,1000.0,Groceries,No
7661,36-45,Female,2-5L,Quarterly,10000.0,Yes,5+,Mobile,Fashion,10.0,30.0,1000.0,Home & Furniture,Yes
7662,55+,Male,5-10L,Weekly,15000.0,Yes,5+,Desktop,Home & Furniture,20.0,30.0,500.0,Fashion,No
7664,55+,Female,5-10L,Bi-weekly,10000.0,No,3-5,Both,Fashion,10.0,15.0,500.0,Groceries,No
7665,18-25,Male,2-5L,Bi-weekly,10000.0,Yes,1-3,Desktop,Electronics,20.0,15.0,500.0,Fashion,No
7666,36-45,Female,2-5L,Quarterly,10000.0,No,5+,Mobile,Electronics,30.0,7.0,5000.0,Groceries,No
7667,55+,Female,5L-10L,Quarterly,5000.0,Yes,1-3,Desktop,Books,50.0,7.0,1000.0,Groceries,Yes
7668,36-45,Female,<2L,Weekly,5000.0,Yes,3-5,Desktop,Books,40.0,7.0,1000.0,Electronics,No
7669,46-55,Female,<2,Quarterly,5000.0,No,5+,Desktop,Home & Furniture,30.0,30.0,2000.0,Fashion,No
7670,46-55,Male,5L-10L,Rarely,10000.0,No,1-3,Mobile,Home & Furniture,20.0,30.0,5000.0,Fashion,Yes
7672,26-35,Male,<2,Quarterly,5000.0,Yes,3-5,Both,Books,20.0,30.0,500.0,Fashion,Yes
7673,55+,Male,2-5L,Weekly,10000.0,Yes,<1,Mobile,Home & Furniture,40.0,30.0,1000.0,Electronics,Yes
7674,55+,Male,10-20L,Rarely,10000.0,Yes,1-3,Mobile,Fashion,25.0,7.0,1000.0,Groceries,No
7675,36-45,Male,<2,Quarterly,20000.0,No,<1,Mobile,Books,25.0,15.0,1000.0,Fashion,No
7676,46-55,Male,5-10L,Monthly,10000.0,No,5+,Desktop,Electronics,60.0,7.0,2000.0,Books,No
7677,26-35,Male,<2L,Weekly,5000.0,Yes,3-5,Mobile,Electronics,15.0,7.0,500.0,Electronics,Yes
7678,55+,Male,5-10L,Weekly,5000.0,Yes,3-5,Desktop,Fashion,30.0,15.0,10000.0,Fashion,No
7679,55+,Male,>20L,Quarterly,15000.0,No,<1,Both,Electronics,50.0,30.0,500.0,Home & Furniture,No
7680,55+,Male,5-10L,Weekly,10000.0,No,3-5,Mobile,Fashion,20.0,30.0,2000.0,Fashion,No
7681,55+,Male,<2L,Weekly,5000.0,No,1-3,Mobile,Electronics,25.0,15.0,500.0,Fashion,Yes
7682,46-55,Male,>20L,Quarterly,10000.0,Yes,<1,Both,Electronics,20.0,60.0,1000.0,Books,No
7683,36-45,Female,<2L,Weekly,7000.0,No,<1,Mobile,Home & Furniture,40.0,30.0,5000.0,Electronics,Yes
7684,55+,Female,<2L,Rarely,15000.0,No,3-5,Mobile,Groceries,30.0,7.0,5000.0,Groceries,Yes
7685,18-25,Male,2-5L,Weekly,15000.0,Yes,3-5,Mobile,Books,30.0,15.0,500.0,Fashion,No
7686,55+,Female,2-5L,Weekly,5000.0,No,3-5,Desktop,Fashion,50.0,30.0,1000.0,Home & Furniture,Yes
7687,36-45,Male,>20L,Quarterly,10000.0,No,<1,Mobile,Fashion,20.0,60.0,2000.0,Electronics,No
7688,55+,Female,<2L,Monthly,15000.0,Yes,1-3,Mobile,Groceries,20.0,7.0,5000.0,Home & Furniture,No
7689,55+,Male,10-20L,Weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,40.0,60.0,500.0,Fashion,No
7690,36-45,Male,2-5L,Bi-weekly,10000.0,Yes,3-5,Mobile,Fashion,20.0,7.0,1000.0,Home & Furniture,No
7691,18-25,Male,<2L,Quarterly,7000.0,Yes,3-5,Desktop,Home & Furniture,25.0,30.0,5000.0,Books,No
7692,36-45,Male,10-20L,Monthly,5000.0,Yes,<1,Mobile,Fashion,30.0,15.0,5000.0,Home & Furniture,No
7694,26-35,Male,2-5L,Quarterly,10000.0,No,<1,Mobile,Fashion,30.0,7.0,2000.0,Electronics,No
7695,26-35,Male,>20L,Rarely,5000.0,No,1-3,Mobile,Electronics,30.0,30.0,2000.0,Electronics,Yes
7696,46-55,Male,5L-10L,Weekly,10000.0,Yes,<1,Mobile,Fashion,60.0,60.0,1000.0,Fashion,No
7697,36-45,Male,>20L,Rarely,10000.0,Yes,3-5,Mobile,Electronics,20.0,30.0,2000.0,Groceries,No
7699,18-25,Female,>20L,Quarterly,5000.0,Yes,1-3,Mobile,Electronics,40.0,30.0,5000.0,Electronics,Yes
7700,55+,Male,5-10L,Bi-weekly,10000.0,No,1-3,Both,Electronics,40.0,30.0,1000.0,Electronics,No
7701,55+,Male,<2L,Rarely,15000.0,No,5+,Mobile,Books,50.0,7.0,1000.0,Home & Furniture,No
7702,46-55,Female,10-20L,Weekly,12000.0,No,3-5,Mobile,Home & Furniture,25.0,30.0,1000.0,Home & Furniture,No
7703,46-55,Male,10-20L,Weekly,5000.0,No,3-5,Mobile,Books,15.0,30.0,5000.0,Fashion,No
7704,46-55,Male,<2L,Weekly,20000.0,No,5+,Mobile,Fashion,30.0,15.0,1000.0,Home & Furniture,No
7705,36-45,Male,5L-10L,Weekly,3000.0,Yes,5+,Mobile,Books,20.0,7.0,2000.0,Books,No
7706,46-55,Male,5L-10L,Quarterly,12000.0,Yes,3-5,Mobile,Fashion,15.0,30.0,2000.0,Home & Furniture,Yes
7707,26-35,Male,10-20L,Monthly,5000.0,Yes,<1,Mobile,Electronics,30.0,7.0,2000.0,Electronics,No
7709,36-45,Male,5L-10L,Weekly,15000.0,Yes,<1,Both,Electronics,25.0,60.0,1000.0,Home & Furniture,Yes
7710,46-55,Female,2-5L,Monthly,15000.0,Yes,1-3,Mobile,Books,20.0,30.0,500.0,Home & Furniture,No
7711,36-45,Male,5-10L,Monthly,5000.0,No,<1,Desktop,Electronics,30.0,30.0,5000.0,Books,Yes
7712,55+,Female,5-10L,Weekly,12000.0,No,3-5,Mobile,Home & Furniture,40.0,7.0,2000.0,Fashion,No
7713,36-45,Male,5-10L,Quarterly,5000.0,Yes,<1,Mobile,Electronics,30.0,60.0,5000.0,Fashion,No
7714,26-35,Male,10-20L,Monthly,7000.0,Yes,1-3,Mobile,Fashion,30.0,7.0,2000.0,Home & Furniture,No
7715,26-35,Male,10-20L,Quarterly,15000.0,Yes,3-5,Mobile,Groceries,20.0,30.0,500.0,Groceries,No
7716,18-25,Female,5L-10L,Weekly,10000.0,No,<1,Mobile,Groceries,30.0,30.0,2000.0,Groceries,Yes
7717,46-55,Male,5L-10L,Monthly,10000.0,Yes,5+,Desktop,Fashion,20.0,15.0,1000.0,Home & Furniture,No
7718,55+,Male,>20L,Quarterly,5000.0,Yes,5+,Both,Fashion,50.0,7.0,10000.0,Electronics,No
7719,55+,Female,>20L,Quarterly,10000.0,No,1-3,Mobile,Books,50.0,30.0,2000.0,Electronics,Yes
7720,36-45,Male,<2L,Rarely,5000.0,Yes,3-5,Desktop,Fashion,30.0,60.0,1000.0,Books,No
7721,26-35,Male,5-10L,Weekly,3000.0,No,1-3,Mobile,Home & Furniture,30.0,7.0,1000.0,Fashion,No
7722,55+,Male,<2,Weekly,20000.0,No,<1,Both,Electronics,20.0,7.0,1000.0,Fashion,Yes
7724,36-45,Male,5-10L,Monthly,3000.0,No,1-3,Mobile,Home & Furniture,20.0,7.0,1000.0,Books,Yes
7725,55+,Male,<2L,Bi-weekly,7000.0,Yes,5+,Desktop,Home & Furniture,50.0,15.0,1000.0,Home & Furniture,Yes
7726,36-45,Male,<2L,Quarterly,5000.0,No,3-5,Both,Electronics,20.0,60.0,500.0,Home & Furniture,Yes
7727,18-25,Female,<2,Rarely,5000.0,No,5+,Desktop,Electronics,50.0,30.0,2000.0,Home & Furniture,No
7728,26-35,Male,5-10L,Quarterly,15000.0,No,<1,Desktop,Fashion,50.0,30.0,1000.0,Fashion,No
7729,46-55,Male,2-5L,Quarterly,5000.0,No,<1,Mobile,Electronics,50.0,30.0,1000.0,Electronics,Yes
7730,18-25,Male,5L-10L,Weekly,5000.0,No,5+,Mobile,Groceries,50.0,30.0,10000.0,Home & Furniture,Yes
7731,46-55,Male,5-10L,Quarterly,5000.0,Yes,3-5,Mobile,Home & Furniture,20.0,7.0,1000.0,Books,Yes
7732,36-45,Male,5-10L,Quarterly,10000.0,Yes,3-5,Both,Electronics,30.0,15.0,5000.0,Electronics,No
7734,26-35,Female,5-10L,Weekly,5000.0,Yes,<1,Mobile,Groceries,20.0,7.0,1000.0,Fashion,No
7737,55+,Male,<2,Rarely,5000.0,No,1-3,Both,Home & Furniture,25.0,30.0,5000.0,Home & Furniture,Yes
7738,36-45,Male,5L-10L,Quarterly,15000.0,Yes,1-3,Desktop,Electronics,50.0,7.0,1000.0,Fashion,Yes
7740,36-45,Female,2-5L,Monthly,15000.0,No,<1,Desktop,Electronics,60.0,7.0,5000.0,Home & Furniture,Yes
7741,55+,Female,5-10L,Weekly,10000.0,No,<1,Mobile,Electronics,20.0,60.0,1000.0,Home & Furniture,Yes
7742,36-45,Male,>20L,Weekly,5000.0,No,1-3,Mobile,Home & Furniture,10.0,60.0,2000.0,Groceries,No
7743,55+,Male,5L-10L,Weekly,5000.0,No,<1,Both,Electronics,20.0,30.0,1000.0,Fashion,No
7744,55+,Male,2-5L,Quarterly,10000.0,No,<1,Mobile,Groceries,20.0,30.0,2000.0,Fashion,No
7745,55+,Male,>20L,Monthly,7000.0,Yes,5+,Mobile,Electronics,20.0,15.0,2000.0,Electronics,Yes
7747,46-55,Female,>20L,Weekly,5000.0,Yes,3-5,Mobile,Home & Furniture,50.0,15.0,1000.0,Electronics,No
7748,46-55,Male,<2L,Weekly,7000.0,Yes,1-3,Mobile,Fashion,25.0,15.0,500.0,Books,No
7749,26-35,Male,10-20L,Quarterly,7000.0,Yes,<1,Mobile,Home & Furniture,60.0,7.0,5000.0,Books,Yes
7750,55+,Male,2-5L,Bi-weekly,5000.0,Yes,1-3,Both,Fashion,40.0,7.0,10000.0,Electronics,Yes
7751,55+,Male,2-5L,Bi-weekly,10000.0,No,1-3,Both,Electronics,15.0,7.0,500.0,Books,No
7753,55+,Female,<2L,Weekly,20000.0,No,<1,Mobile,Fashion,20.0,60.0,1000.0,Electronics,No
7754,55+,Female,5-10L,Rarely,5000.0,Yes,3-5,Mobile,Books,40.0,30.0,5000.0,Home & Furniture,No
7756,55+,Male,2-5L,Rarely,5000.0,No,<1,Mobile,Home & Furniture,25.0,60.0,500.0,Electronics,No
7757,18-25,Male,5-10L,Weekly,10000.0,No,1-3,Mobile,Fashion,50.0,30.0,1000.0,Home & Furniture,No
7758,18-25,Male,5L-10L,Monthly,5000.0,No,3-5,Mobile,Books,50.0,30.0,5000.0,Groceries,Yes
7759,55+,Male,>20L,Quarterly,15000.0,No,1-3,Mobile,Books,40.0,30.0,5000.0,Fashion,Yes
7760,46-55,Male,<2,Weekly,20000.0,No,5+,Mobile,Fashion,50.0,15.0,5000.0,Fashion,No
7761,36-45,Male,10-20L,Quarterly,10000.0,No,3-5,Mobile,Fashion,25.0,7.0,2000.0,Electronics,No
7763,26-35,Male,<2L,Quarterly,10000.0,Yes,5+,Mobile,Electronics,30.0,30.0,1000.0,Home & Furniture,Yes
7764,26-35,Male,5-10L,Quarterly,10000.0,Yes,1-3,Mobile,Electronics,40.0,7.0,5000.0,Books,No
7765,46-55,Female,>20L,Weekly,12000.0,No,1-3,Mobile,Home & Furniture,40.0,7.0,1000.0,Fashion,No
7766,18-25,Female,2-5L,Weekly,5000.0,No,3-5,Both,Electronics,30.0,30.0,1000.0,Home & Furniture,Yes
7768,36-45,Male,10-20L,Weekly,10000.0,No,3-5,Mobile,Electronics,20.0,7.0,1000.0,Fashion,No
7769,55+,Male,2-5L,Quarterly,7000.0,No,5+,Mobile,Home & Furniture,10.0,30.0,2000.0,Home & Furniture,No
7770,55+,Male,5-10L,Weekly,10000.0,No,3-5,Both,Books,30.0,30.0,500.0,Electronics,No
7771,18-25,Male,5L-10L,Weekly,5000.0,No,5+,Mobile,Groceries,10.0,30.0,1000.0,Home & Furniture,No
7772,18-25,Female,10-20L,Monthly,5000.0,Yes,1-3,Mobile,Electronics,20.0,30.0,1000.0,Home & Furniture,No
7773,18-25,Male,<2,Rarely,5000.0,Yes,<1,Mobile,Fashion,20.0,60.0,5000.0,Groceries,No
7774,55+,Male,5-10L,Weekly,12000.0,No,3-5,Mobile,Electronics,25.0,15.0,500.0,Groceries,Yes
7776,36-45,Male,>20L,Weekly,5000.0,Yes,3-5,Mobile,Groceries,40.0,60.0,10000.0,Fashion,No
7777,26-35,Male,<2L,Quarterly,5000.0,No,1-3,Mobile,Fashion,10.0,15.0,2000.0,Electronics,No
7779,26-35,Male,5L-10L,Quarterly,10000.0,Yes,<1,Both,Home & Furniture,60.0,60.0,5000.0,Books,No
7780,55+,Male,2-5L,Quarterly,15000.0,No,5+,Desktop,Groceries,40.0,30.0,500.0,Groceries,Yes
7781,55+,Male,10-20L,Monthly,20000.0,Yes,1-3,Both,Electronics,40.0,60.0,1000.0,Books,Yes
7782,26-35,Male,2-5L,Monthly,3000.0,Yes,3-5,Desktop,Books,20.0,30.0,2000.0,Home & Furniture,No
7783,46-55,Female,5-10L,Weekly,20000.0,No,<1,Mobile,Fashion,30.0,30.0,500.0,Fashion,Yes
7784,26-35,Female,5L-10L,Weekly,5000.0,Yes,1-3,Desktop,Fashion,30.0,30.0,1000.0,Books,No
7786,55+,Male,>20L,Quarterly,7000.0,No,3-5,Desktop,Electronics,40.0,15.0,2000.0,Fashion,Yes
7787,55+,Male,2-5L,Weekly,10000.0,Yes,3-5,Desktop,Fashion,20.0,7.0,10000.0,Home & Furniture,Yes
7788,55+,Male,5-10L,Rarely,10000.0,No,1-3,Desktop,Electronics,20.0,7.0,1000.0,Groceries,No
7789,46-55,Male,5-10L,Weekly,5000.0,No,5+,Mobile,Home & Furniture,50.0,7.0,2000.0,Electronics,No
7790,26-35,Male,<2,Weekly,7000.0,No,<1,Mobile,Fashion,20.0,7.0,500.0,Home & Furniture,Yes
7791,55+,Male,2-5L,Rarely,5000.0,Yes,<1,Desktop,Fashion,25.0,7.0,2000.0,Fashion,Yes
7792,36-45,Male,10-20L,Rarely,5000.0,No,5+,Mobile,Home & Furniture,40.0,7.0,1000.0,Home & Furniture,No
7793,26-35,Male,<2,Weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,30.0,60.0,10000.0,Home & Furniture,No
7794,55+,Female,5L-10L,Bi-weekly,10000.0,Yes,<1,Mobile,Books,30.0,30.0,500.0,Groceries,No
7796,55+,Male,<2,Rarely,3000.0,Yes,3-5,Mobile,Home & Furniture,25.0,7.0,2000.0,Home & Furniture,No
7798,55+,Male,10-20L,Rarely,7000.0,No,<1,Mobile,Electronics,30.0,60.0,10000.0,Home & Furniture,Yes
7799,36-45,Female,>20L,Weekly,10000.0,Yes,1-3,Both,Electronics,25.0,60.0,1000.0,Groceries,Yes
7800,26-35,Male,5-10L,Rarely,3000.0,No,3-5,Both,Books,30.0,30.0,10000.0,Electronics,No
7801,26-35,Female,<2L,Rarely,10000.0,Yes,<1,Mobile,Groceries,30.0,15.0,1000.0,Fashion,No
7803,55+,Male,<2L,Weekly,3000.0,No,3-5,Mobile,Fashion,25.0,7.0,1000.0,Books,Yes
7804,36-45,Male,10-20L,Monthly,10000.0,Yes,5+,Mobile,Fashion,30.0,7.0,1000.0,Home & Furniture,Yes
7805,26-35,Male,<2L,Quarterly,5000.0,Yes,<1,Mobile,Groceries,20.0,60.0,2000.0,Fashion,Yes
7806,55+,Male,2-5L,Rarely,10000.0,Yes,<1,Mobile,Fashion,10.0,7.0,2000.0,Groceries,Yes
7808,36-45,Male,2-5L,Quarterly,10000.0,Yes,3-5,Mobile,Fashion,25.0,60.0,500.0,Books,Yes
7809,55+,Male,5-10L,Quarterly,10000.0,Yes,1-3,Mobile,Books,20.0,60.0,2000.0,Electronics,Yes
7810,18-25,Male,<2L,Monthly,10000.0,Yes,3-5,Desktop,Home & Furniture,25.0,30.0,1000.0,Home & Furniture,Yes
7811,18-25,Male,<2,Weekly,10000.0,No,1-3,Mobile,Books,25.0,15.0,1000.0,Home & Furniture,No
7812,46-55,Male,<2L,Weekly,10000.0,No,3-5,Both,Electronics,25.0,7.0,5000.0,Fashion,No
7813,55+,Female,<2L,Monthly,5000.0,Yes,3-5,Mobile,Electronics,40.0,60.0,2000.0,Fashion,No
7814,26-35,Male,>20L,Quarterly,5000.0,Yes,5+,Mobile,Electronics,30.0,7.0,2000.0,Home & Furniture,No
7815,46-55,Male,5-10L,Weekly,10000.0,Yes,5+,Both,Electronics,10.0,15.0,1000.0,Books,No
7817,46-55,Male,>20L,Monthly,5000.0,Yes,1-3,Desktop,Electronics,30.0,30.0,500.0,Home & Furniture,Yes
